ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
88802;"Ignalinos NORFA paštomatas";0;LT;"Utenos apskr.";"Ignalinos r. sav.";"Ignalinos m.";;"Taikos g.";;20;;26.170464;55.342583;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-27T07:29:41.743+02:00
96170;"Ihaste Coop Konsumi pakiautomaat";0;EE;"Tartu maakond";"Luunja vald";"Veibri küla";;"Kasesalu tee";;51;;26.789050;58.350777;;;;;;;;;;;2020-12-22T09:26:39.453+02:00
31001;"Iidla postkontor";1;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Ahtme linnaosa";;"Maleva tn";;23;;27.420584;59.327394;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T10:19:12.857+02:00
96189;"Iisaku Grossi pakiautomaat";0;EE;"Ida-Viru maakond";"Alutaguse vald";"Iisaku alevik";;"Tartu mnt";;55;;27.314648;59.094964;;;;;;;;;;;2020-10-23T10:05:02.517+03:00
41194;"Iisaku postipunkt";1;EE;"Ida-Viru maakond";"Alutaguse vald";"Iisaku alevik";;"Tartu mnt";;46;;27.310516;59.099539;"Kuni 30.12.2020: E,T,N,R,P 10:00-16:00;K,L SULETUD;Ligipääs ratastooliga";"AJUTISELT SULETUD";29.01.2021;;;;;;;;2020-12-23T13:35:46.460+02:00
9125;"Ikšķiles Maxima X pakomāts";0;LV;"Ikšķiles novads";Ikšķile;;;"Skolas iela";;4A;;24.496981;56.838140;;;;;;;;;"Pa kreisi no ieejas";;2020-11-12T13:03:56.477+02:00
61494;"Ilmatsalu postipunkt";1;EE;"Tartu maakond";"Tartu linn";"Ilmatsalu alevik";;"Kooli tee";;5;;26.561483;58.384632;"E,T,K,N,R 10:00-18:00 L,P SULETUD";;;;;;;;;;2021-01-26T11:49:51.333+02:00
9104;"Ilūkstes Pilskalnes ielas TOP pakomāts";0;LV;"Ilūkstes novads";Ilūkste;;;"Pilskalnes iela";;2A;;26.295770;55.977275;;;;;;;;;"Blakus ieejai";;2020-11-12T11:13:34.473+02:00
9140;"Inčukalna Aibe pakomāts";0;LV;"Inčukalna novads";"Inčukalna pagasts";Inčukalns;;"Atmodas iela";;6;;24.686591;57.098333;;;;;;;;;"Pa labi no ieejas";;2020-11-12T13:45:30.960+02:00
9212;"Jaunjelgavas Mini Top pakomāts";0;LV;"Jaunjelgavas novads";Jaunjelgava;;;"Jelgavas iela";;44;;25.089069;56.617638;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T06:13:05.807+02:00
9155;"Jaunmārupes Mazcenu alejas pakomāts";0;LV;"Mārupes novads";;Jaunmārupe;;"Mazcenu aleja";;33/1;;23.941965;56.882096;;;;;;;;;"pa labi no ieejas";;2021-01-14T07:13:33.493+02:00
9106;"Jaunolaines TOP pakomāts";0;LV;"Olaines novads";"Olaines pagasts";Jaunolaine;;"Baznīcas iela";;10;;23.984998;56.801775;;;;;;;;;"Pa labi no ieejas";;2020-06-16T11:47:43.050+03:00
9170;"Jaunpils TOP pakomāts";0;LV;"Jaunpils novads";"Jaunpils pagasts";Jaunpils;;;Jāņkrogs;;;23.014097;56.731211;;;;;;;;;"Pa labi no ieejas";;2021-01-07T07:33:50.147+02:00
77760;"Jašiūnų VIADA paštomatas";0;LT;"Vilniaus apskr.";"Šalčininkų r. sav.";"Jašiūnų mstl.";;"Lydos g.";;13;;25.327295;54.439646;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į degalinę pusėje";2020-12-27T10:42:35.540+02:00
9199;"Jelgavas Rūpniecības ielas ELVI pakomāts";0;LV;Jelgava;;;;"Rūpniecības iela";;77A;;23.705346;56.636728;;;;;;;;;"Pa labi no ieejas";;2020-11-13T06:10:12.103+02:00
9981;"Jelgavas Satiksmes ielas RIMI pakomāts";0;LV;Jelgava;;;;"Satiksmes iela";;35;;23.699648;56.656704;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2021-01-14T07:14:21.923+02:00
9198;"Jelgavas T/C Pilsētas Pasāža pakomāts";0;LV;Jelgava;;;;"Driksas iela";;4;;23.724160;56.650893;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:13:57.957+02:00
9919;"Jelgavas T/C RAF pakomāts";0;LV;Jelgava;;;;"Rīgas iela";;48;;23.760634;56.667986;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T06:34:03.687+02:00
9131;"Jelgavas T/C Valdeka pakomāts";0;LV;Jelgava;;;;"Rīgas iela";;11A;;23.746231;56.661889;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:14:46.437+02:00
9929;"Jelgavas T/C Vivo centrs pakomāts";0;LV;Jelgava;;;;"Katoļu iela";;18;;23.726500;56.647499;;;;;;;;;"Pie ieejas no stāvlaukuma puses";;2021-01-20T09:22:57.000+02:00
55525;"Jonavos IKI Kosmonautų paštomatas";0;LT;"Kauno apskr.";"Jonavos r. sav.";"Jonavos m.";;"Kosmonautų g.";;1;;24.275152;55.078645;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T10:53:00.650+02:00
55524;"Jonavos NORFA Chemikų paštomatas";0;LT;"Kauno apskr.";"Jonavos r. sav.";"Jonavos m.";;"Chemikų g.";;2;;24.258964;55.072818;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T10:53:36.160+02:00
88897;"Jonavos NORFA Žeimių paštomatas";0;LT;"Kauno apskr.";"Jonavos r. sav.";"Jonavos m.";;"Žeimių g.";;26A;;24.273500;55.084500;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T09:24:31.623+02:00
88867;"Jonavos RIMI paštomatas";0;LT;"Kauno apskr.";"Jonavos r. sav.";"Jonavos m.";;"Vasario 16-osios g.";;4;;24.276370;55.073180;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T09:02:08.453+02:00
88803;"Joniškio NORFA paštomatas";0;LT;"Šiaulių apskr.";"Joniškio r. sav.";"Joniškio m.";;"Vilniaus g.";;47B;;23.604966;56.228091;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-23T14:28:39.580+02:00
55526;"Jurbarko MAXIMA Algirdo paštomatas";0;LT;"Tauragės apskr.";"Jurbarko r. sav.";"Jurbarko m.";;"Algirdo g.";;1A;;22.769920;55.085596;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T19:38:39.537+02:00
88864;"Jurbarko MAXIMA CENTRO paštomatas";0;LT;"Tauragės apskr.";"Jurbarko r. sav.";"Jurbarko m.";;"Dariaus ir Girėno g.";;66;;22.767208;55.077386;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T09:02:44.100+02:00
79493;"Juuru postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Juuru alevik";;"Tallinna mnt";;15;;24.963126;59.058274;"E,T,K,N,R,L 09:00-17:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-10-12T12:30:59.787+03:00
96157;"Järva-Jaani Grossi pakiautomaat";0;EE;"Järva maakond";"Järva vald";"Järva-Jaani alev";;"Lai tn";;23;;25.884285;59.038191;;;;;;;;;;;2019-10-18T05:25:16.800+03:00
96224;"Järvakandi Kandi Konsumi pakiautomaat";0;EE;"Rapla maakond";"Kehtna vald";"Järvakandi alev";;"Tallinna mnt";;37;;24.814751;58.767353;;;;;;;;;;;2019-08-15T10:44:55.027+03:00
79194;"Järvakandi postipunkt";1;EE;"Rapla maakond";"Kehtna vald";"Järvakandi alev";;"Pargi tn";;1;;24.815135;58.776425;"E,T,K,N,P 10:00-15:00 R,L SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-10-14T07:04:32.007+03:00
79191;"Järvakandi postkontor";1;EE;"Rapla maakond";"Kehtna vald";"Järvakandi alev";;"Turu tn";;1;;24.817942;58.774380;"E,K,N,R 10:30-13:30 T 10:30-16:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T10:24:43.783+02:00
11801;"Järve keskuse postkontor";1;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";;"Pärnu mnt";;238;;24.719128;59.393147;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T10:29:16.220+02:00
86894;"Jõesuu postipunkt";1;EE;"Pärnu maakond";"Tori vald";"Jõesuu küla";;;;;;24.902119;58.494928;"E,T,K,N,R,L 11:30-19:00 P SULETUD";;;;;;;;;;2021-01-21T08:42:49.747+02:00
96044;"Jõgeva Postkontori pakiautomaat";0;EE;"Jõgeva maakond";"Jõgeva vald";"Jõgeva linn";;"Aia tn";;8;;26.395873;58.747397;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
48301;"Jõgeva postkontor";1;EE;"Jõgeva maakond";"Jõgeva vald";"Jõgeva linn";;"Aia tn";;8;;26.396166;58.747303;"E,T,K,N,R 10:00-17:30 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-15T07:36:46.303+02:00
96191;"Jõhvi Grossi pakiautomaat";0;EE;"Ida-Viru maakond";"Jõhvi vald";"Jõhvi linn";;"Tartu mnt";;15;;27.411250;59.352844;;;;;;;;;;;2019-10-23T07:46:34.540+03:00
96030;"Jõhvi Jewe kaubanduskeskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Jõhvi vald";"Jõhvi linn";;"Narva mnt";;8;;27.417817;59.357941;;;;;;;;;;;2020-09-22T05:34:15.763+03:00
96089;"Jõhvi Maxima XX pakiautomaat";0;EE;"Ida-Viru maakond";"Jõhvi vald";"Jõhvi linn";;"Rakvere tn";;29;;27.401394;59.362072;;;;;;;;;;;2020-12-16T07:47:59.803+02:00
96235;"Jõhvi Pargi keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Jõhvi vald";"Jõhvi linn";;"Puru tee";;1;;27.419731;59.352488;;;;;;;;;;;2019-11-29T02:00:05.113+02:00
41501;"Jõhvi postkontor";1;EE;"Ida-Viru maakond";"Jõhvi vald";"Jõhvi linn";;"Narva mnt";;8;;27.418224;59.357694;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T10:21:58.903+02:00
88394;"Jõõpre postipunkt";1;EE;"Pärnu maakond";"Pärnu linn";"Jõõpre küla";;"Aisa tee";;1;6;24.325127;58.473453;"E,T,K,N,R,L,P 11:00-15:00";;;;;;;;;;2021-01-20T13:32:08.493+02:00
96079;"Jüri Coop Konsumi pakiautomaat";0;EE;"Harju maakond";"Rae vald";"Jüri alevik";;"Aruküla tee";;29;;24.912691;59.358224;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
96188;"Jüri Grossi pakiautomaat";0;EE;"Harju maakond";"Rae vald";"Jüri alevik";;"Aruküla tee";;7;;24.893037;59.354071;;;;;;;;;;;2020-12-14T07:46:38.900+02:00
75391;"Jüri postkontor";1;EE;"Harju maakond";"Rae vald";"Jüri alevik";;"Aruküla tee";;29;;24.912100;59.358280;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T10:31:05.757+02:00
9969;"Jēkabpils Rīgas ielas Maxima X pakomāts";0;LV;Jēkabpils;;;;"Rīgas iela";;109;;25.873101;56.501431;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2021-01-14T07:16:24.660+02:00
9213;"Jēkabpils T/C Sēlija pakomāts";0;LV;Jēkabpils;;;;"Vienības iela";;7;;25.877830;56.495381;;;;;;;;;"Pa kreisi no T/C centrālās ieejas";;2020-11-13T06:22:26.133+02:00
9924;"Jēkabpils Vienības ielas Mego pakomāts";0;LV;Jēkabpils;;;;"Vienības iela";;1A;;25.875120;56.493420;;;;;;;;;"Blakus ieejai no autoostas puses";;2021-01-14T07:16:57.897+02:00
9107;"Jūrmalas Dubultu TOP pakomāts";0;LV;Jūrmala;;;;"Strēlnieku prospekts";;1;;23.769877;56.967444;;;;;;;;;"Blakus T/C šosejas pusē";;2020-11-12T12:52:12.550+02:00
9920;"Jūrmalas Kauguru RIMI pakomāts";0;LV;Jūrmala;;;;"Talsu šoseja";;29;;23.615583;56.960899;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-19T10:36:24.093+02:00
9943;"Jūrmalas Lielupes RIMI pakomāts";0;LV;Jūrmala;;;;"Viestura iela";;22;;23.859030;56.974873;;;;;;;;;"Blakus T/C šosejas pusē";;2020-11-13T07:11:57.400+02:00
9142;"Jūrmalas Slokas T/C Liedags pakomāts";0;LV;Jūrmala;;;;"Ventspils šoseja";;32;;23.617819;56.946610;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-12T13:47:21.430+02:00
74296;"Kaberneeme postipunkt";1;EE;"Harju maakond";"Jõelähtme vald";"Kaberneeme küla";;"Kaberneeme põik";;1;;25.274517;59.517897;"E,T,K,N,R,L,P 11:00-19:00";;;;;;;;;;2020-12-10T14:36:38.880+02:00
96117;"Kadrina Coop Konsumi pakiautomaat";0;EE;"Lääne-Viru maakond";"Kadrina vald";"Kadrina alevik";;"Viitna tee";;4;;26.130579;59.343827;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
45295;"Kadrina postipunkt";1;EE;"Lääne-Viru maakond";"Kadrina vald";"Kadapiku küla";;;Talutehnika;;;26.124196;59.346522;"E,T,K,N,R 09:00-16:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-11T09:35:42.083+02:00
79394;"Kaiu postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Kaiu alevik";;"Leandri tee";;3;;25.050320;59.013649;"E,K,R 10:00-17:00 T,N 11:00-18:00 L,P SULETUD";;;;;;;;;;2021-01-12T12:39:29.850+02:00
55527;"Kaišiadorių AIBĖ Vytauto Didžiojo 35 paštomatas";0;LT;"Kauno apskr.";"Kaišiadorių r. sav.";"Kaišiadorių m.";;"Vytauto Didžiojo g.";;35;;24.463350;54.865164;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T19:39:37.673+02:00
88804;"Kaišiadorių RIMI paštomatas";0;LT;"Kauno apskr.";"Kaišiadorių r. sav.";"Kaišiadorių m.";;"Gedimino g.";;115A;;24.443790;54.856109;;;;;;;;;;"Paštomatą rasite lauke, prie sienos kairėje įėjimo į parduotuvę pusėje";2020-12-23T12:21:20.513+02:00
60101;"Kallaste postkontor";1;EE;"Tartu maakond";"Peipsiääre vald";"Kallaste linn";;"Oja tn";;22;;27.161628;58.662407;"E,T,K,N,R 11:00-13:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-08T10:18:43.717+02:00
55528;"Kalvarijos IKI paštomatas";0;LT;"Marijampolės apskr.";"Kalvarijos sav.";"Kalvarijos m.";;"Dariaus ir Girėno g.";;25;;23.226036;54.414815;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, </br> už kampo";2021-01-15T09:35:45.677+02:00
96242;"Kambja Coop Konsumi pakiautomaat";0;EE;"Tartu maakond";"Kambja vald";"Kambja alevik";;"Kesk tn";;2a;;26.694959;58.235105;;;;;;;;;;;2020-11-24T02:00:03.537+02:00
62094;"Kambja postipunkt";1;EE;"Tartu maakond";"Kambja vald";"Kambja alevik";;"Võru mnt";;2f;;26.689736;58.239241;"E,K 16:00-18:00 T,N,R 11:00-15:00 L,P SULETUD";;;;;;;;;;2020-12-10T15:21:37.210+02:00
62001;"Kambja postkontor";1;EE;"Tartu maakond";"Kambja vald";"Kambja alevik";;"Aia tn";;2;;26.697444;58.233282;;"AJUTISELT SULETUD";29.01.2021;;;;;;;;2020-11-16T07:30:00.917+02:00
9979;"Kandavas Maxima X pakomāts";0;LV;"Kandavas novads";Kandava;;;"Abavas iela";;4B;;22.781886;57.036085;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2020-11-13T08:40:14.337+02:00
63195;"Kanepi postipunkt";1;EE;"Põlva maakond";"Kanepi vald";"Kanepi alevik";;"A. Weizenbergi tn";;2b;;26.760743;57.985713;"L 10:00-15:00;Kuni 27.12.2020: E,T,K,N,R 08:30-18:00 P 10:00-13:00;Alates 28.12.2020: E,T,K,N,R 09:00-17:00;Ligipääs ratastooliga";;;;;;;;;;2020-12-21T06:35:33.707+02:00
69194;"Karksi- Nuia postipunkt";1;EE;"Viljandi maakond";"Mulgi vald";"Karksi-Nuia linn";;"Rahumäe tn";;2a;;25.546922;58.104135;"E,T,K,N,R 09:00-15:00 L 09:00-14:00 P SULETUD";;;;;;;;;;2020-08-19T10:54:49.997+03:00
96110;"Karksi-Nuia Coop Konsum pakiautomaat";0;EE;"Viljandi maakond";"Mulgi vald";"Karksi-Nuia linn";;"Rahumäe tn";;1;;25.548253;58.104206;;;;;;;;;;;2020-12-09T07:28:18.257+02:00
55534;"Kauno Akademijos EXPRESS MARKET paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Akademijos mstl.";;"Pilėnų g.";;1;;23.823386;54.895925;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-29T09:18:12.640+02:00
55509;"Kauno Babtų ANCĖ paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Babtų mstl.";;"Nevėžio g.";;5;;23.795923;55.087926;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T20:27:07.820+02:00
55512;"Kauno EXPRESS MARKET Donelaičio paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"K. Donelaičio g.";;44A;;23.919342;54.898899;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T09:36:54.893+02:00
55544;"Kauno EXPRESS MARKET Panerių paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Panerių g.";;166;;23.901078;54.922539;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T09:37:48.023+02:00
77749;"Kauno EXPRESS MARKET Vytauto paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Vytauto pr.";;11;;23.928630;54.887966;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T08:57:37.620+02:00
55520;"Kauno Garliavos IKI Vytauto paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Garliavos m.";;"Vytauto g.";;67;;23.872581;54.822478;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T09:38:27.737+02:00
88876;"Kauno Garliavos NORFA paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Garliavos m.";;"Atgimimo g.";;1;;23.873354;54.829127;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T09:39:27.700+02:00
55521;"Kauno Giraitės VIADA paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Giraitės k.";;"Automagistralės g.";;4;;23.864333;54.959108;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į degalinę pusėje, už kampo";2021-01-15T09:42:34.013+02:00
55535;"Kauno IKI Ateities paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Ateities pl.";;4A;;24.012768;54.896213;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T09:44:01.743+02:00
88875;"Kauno IKI Girstučio paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Kovo 11-osios g.";;22;;23.974659;54.905754;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T09:46:26.167+02:00
55515;"Kauno IKI Krėvės 57 paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"V. Krėvės pr.";;57;;23.972965;54.920684;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo, šalia taromato";2021-01-15T09:49:23.137+02:00
55513;"Kauno IKI Partizanų paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Partizanų g.";;134;;23.986349;54.930346;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T09:50:18.373+02:00
88829;"Kauno IKI Sukilėlių paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Sukilėlių pr.";;84;;23.929296;54.925103;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į prekybos centrą pusėje";2021-01-15T09:51:25.983+02:00
55523;"Kauno IKI Taikos paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Taikos pr.";;81;;23.970039;54.912341;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, </br> už kampo";2021-01-15T10:56:11.157+02:00
55550;"Kauno IKI Tvirtovės paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Tvirtovės al.";;12A;;23.920659;54.914115;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T09:52:14.200+02:00
77700;"Kauno IKI Varnių paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Varnių g.";;38A;;23.896850;54.914510;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš Varnių g. pusės";2021-01-15T10:34:43.523+02:00
88830;"Kauno IKI Veiverių paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Veiverių g.";;150A;;23.885950;54.862465;;;;;;;;;;"Paštomatą rasite lauke prie sienos, iš Lazdijų gatvės pusės";2021-01-15T10:38:50.373+02:00
55516;"Kauno KURŠIŲ paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Kuršių g.";;1;;23.885730;54.936092;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš Kuršių g. pusės";2021-01-15T10:50:20.950+02:00
55529;"Kauno Karmėlavos EXPRESS MARKET paštomatas";0;LT;"Kauno apskr.";"Kauno r. sav.";"Karmėlavos mstl.";;"Vilniaus g.";;54;;24.065069;54.969890;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T10:39:33.430+02:00
88883;"Kauno MAXIMA Masiulio paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"T. Masiulio g.";;16E;;24.005181;54.885999;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T10:51:15.780+02:00
55546;"Kauno MAXIMA Raudondvario pl. paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Raudondvario pl.";;284A;;23.821326;54.921134;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T10:54:23.497+02:00
55519;"Kauno MAXIMA Šiaurės paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Šiaurės pr.";;8D;;23.930825;54.932507;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T10:55:07.890+02:00
55543;"Kauno NORFA Baltų paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Baltų pr.";;195;;23.863531;54.916223;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-29T08:52:39.457+02:00
88863;"Kauno PC AKROPOLIS paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Karaliaus Mindaugo pr.";;49;;23.919338;54.890926;;;;;;;;;;"Paštomatą rasite lauke, 1-ame parkavimo aikštelės aukšte, I-A įėjimas";2020-12-27T08:37:09.347+02:00
77702;"Kauno PC MOLAS paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"K. Baršausko g.";;66;;23.966688;54.899482;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje pagrindinio įėjimo į prekybos centrą pusėje";2021-01-15T10:57:07.907+02:00
88827;"Kauno PC RIVER MALL paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Jonavos g.";;60;;23.898021;54.903282;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje pagrindinio įėjimo į prekybos </br> centrą pusėje";2020-12-27T08:45:05.220+02:00
55518;"Kauno PC SAVAS paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Savanorių pr.";;346;;23.963799;54.922035;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už taromato";2021-01-15T10:58:01.337+02:00
88831;"Kauno PC ŠILAS Baranausko paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"A. Baranausko g.";;26;;23.956149;54.909912;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T11:12:03.593+02:00
88832;"Kauno PC ŠILAS Juozapavičiaus 81A paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"A. Juozapavičiaus pr.";;81A;;23.935761;54.875165;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2021-01-15T11:13:03.993+02:00
88881;"Kauno PLC MEGA paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Islandijos pl.";;32;;23.889493;54.939640;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į Rimi pusėje iš Islandijos pl.";2021-01-15T10:59:22.847+02:00
77703;"Kauno PM URMAS paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Pramonės pr.";;16;;23.987959;54.916401;;;;;;;;;;"Paštomatą rasite lauke, įvažiavę per 1C vartus prie Vakarinės galerijos </br> esančio traukinio";2020-12-23T14:21:57.853+02:00
77704;"Kauno RIMI Baltijos paštomatas";0;LT;"Kauno apskr.";"Kauno m. sav.";"Kauno m.";;"Baltijos g.";;58;;23.879733;54.920581;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-23T14:17:00.303+02:00
