ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
88839;"Klaipėdos PC STUDLENDAS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"H. Manto g.";;90;;21.125150;55.729055;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į IKI pusėje, iš Šiaurės pr.";2020-12-27T08:05:58.133+02:00
55556;"Klaipėdos RIMI Liepojos paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Liepojos g.";;27;;21.130231;55.751524;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T13:52:04.767+02:00
77710;"Klaipėdos Slengių RIMI paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos r. sav.";"Slengių k.";;"Dangaus g.";;34;;21.191775;55.736670;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T11:45:36.770+02:00
88873;"Klaipėdos TECHNORAMA Taikos 39 paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Taikos pr.";;39;;21.149172;55.698207;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T08:01:54.773+02:00
55554;"Klaipėdos TILŽĖS TURGUS paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Tilžės g.";;51;;21.165810;55.705836;;;;;;;;;;"Paštomatą rasite lauke prie tvoros, kairėje įėjimo į turgų pusėje";2020-12-27T19:59:10.680+02:00
88838;"Klaipėdos VIADA Priestočio paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Priestočio g.";;28;;21.141022;55.719124;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T08:46:29.467+02:00
77781;"Klaipėdos ČIA MARKET Mogiliovo paštomatas";0;LT;"Klaipėdos apskr.";"Klaipėdos m. sav.";"Klaipėdos m.";;"Mogiliovo g.";;12;;21.200064;55.663737;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T12:25:18.793+02:00
76791;"Klooga postipunkt";1;EE;"Harju maakond";"Lääne-Harju vald";"Klooga alevik";;"Pargi tn";;7;;24.227849;59.319776;"E,T,K,N,R 09:00-21:00 L,P SULETUD";;;;;;;;;;2020-12-16T14:35:48.067+02:00
96147;"Koeru Vallamaja pakiautomaat";0;EE;"Järva maakond";"Järva vald";"Koeru alevik";;"Paide tee";;5;;26.024905;58.962329;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
96094;"Kohila Coop Konsumi pakiautomaat";0;EE;"Rapla maakond";"Kohila vald";"Kohila alev";;"Vabaduse tn";;7;;24.750722;59.167176;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
79891;"Kohila postkontor";1;EE;"Rapla maakond";"Kohila vald";"Kohila alev";;"Lõuna tn";;2;;24.749749;59.167226;"E,K 11:00-18:00 T,N,R 11:00-14:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:32:12.193+02:00
96139;"Kohtla-Järve Keskallee Maxima X pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;Keskallee;;12;;27.284613;59.402413;;;;;;;;;;;2020-11-11T07:49:57.710+02:00
96307;"Kohtla-Järve Mõisa tee Maxima X pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Mõisa tee";;3;;27.290618;59.406534;;;;;;;;;;;2020-11-11T07:50:18.983+02:00
96036;"Kohtla-Järve Rimi pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Põhja allee";;4;;27.284833;59.407197;;;;;;;;;;;2020-09-28T05:54:10.650+03:00
96093;"Kohtla-Järve Vironia keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Järveküla tee";;50;;27.287452;59.397356;;;;;;;;;;;2020-12-28T06:42:51.593+02:00
30301;"Kohtla-Järve postkontor";1;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";;"Järveküla tee";;50;;27.286075;59.397948;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:33:51.480+02:00
30591;"Kohtla-Nõmme postipunkt";1;EE;"Ida-Viru maakond";"Toila vald";"Kohtla-Nõmme alev";;"Kooli tn";;6;;27.193088;59.354615;"E,T,N,R 10:00-17:00 K 11:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-28T09:20:20.170+02:00
9141;"Kokneses Maxima X pakomāts";0;LV;"Kokneses novads";"Kokneses pagasts";Koknese;;"1905. gada iela";;8A;;25.434312;56.644379;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:17:57.747+02:00
70319;"Kolga-Jaani postiautomaat";0;EE;"Viljandi maakond";"Viljandi vald";"Kolga-Jaani alevik";;"Viljandi mnt";;6;;25.943015;58.534119;;;;;;;;;;;2021-01-21T02:00:05.653+02:00
70394;"Kolga-Jaani postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Kolga-Jaani alevik";;"Viljandi mnt";;5;;25.943085;58.533573;"E,T,K,N,R 08:00-19:00 L,P 09:00-17:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-18T10:34:22.537+02:00
60394;"Kolkja postipunkt";1;EE;"Tartu maakond";"Peipsiääre vald";"Kolkja alevik";;"Suur tee";;39;;27.213315;58.550503;"E,T,K,N,R,L,P 08:30-14:00;Ligipääs ratastooliga";;;;;;;;;;2020-12-21T11:52:31.040+02:00
61218;"Konguta postipunkt";1;EE;"Tartu maakond";"Elva vald";"Annikoru küla";;"Annikoru tee";;9;10;26.308054;58.267280;"E 12:00-18:00 T,K,N 13:00-19:00 R 09:00-15:00 L,P SULETUD";;;;;;;;;;2020-12-11T09:39:29.747+02:00
88443;"Koonga postiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Koonga küla";;;Valla;2;;24.149549;58.580114;;;;;;;;;;;2021-01-20T10:39:58.510+02:00
96096;"Kose Grossi pakiautomaat";0;EE;"Harju maakond";"Kose vald";"Kose alevik";;"Pikk tn";;23;;25.167280;59.184689;;;;;;;;;;;2020-10-22T14:00:02.947+03:00
75191;"Kose postkontor (Harju)";1;EE;"Harju maakond";"Kose vald";"Kose alevik";;"Pikk tn";;9;;25.163287;59.186915;"E,K 10:00-15:00 T,N 10:00-18:00 R 10:00-13:30 L,P SULETUD";;;;;;;;;;2020-12-30T08:55:10.960+02:00
75193;"Kose-Uuemõisa postipunkt";1;EE;"Harju maakond";"Kose vald";"Kose-Uuemõisa alevik";;"Tiigi tn";;1;;25.103158;59.203652;"E,T,N,R 09:00-13:00, 14:00-17:00 K 11:00-15:00, 16:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-04T14:21:38.257+02:00
96160;"Kostivere Meie kaupluse pakiautomaat";0;EE;"Harju maakond";"Jõelähtme vald";"Kostivere alevik";;"Jõe tn";;2a;;25.095862;59.428247;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
20201;"Kreenholmi postkontor";1;EE;"Ida-Viru maakond";"Narva linn";;;"Kreenholmi tn";;39b;;28.188135;59.366202;"E,T,K,N,R 10:00-18:00 L,P SULETUD";;;;;;;;;;2020-12-04T11:36:17.720+02:00
55573;"Krekenavos KOOPS paštomatas";0;LT;"Panevėžio apskr.";"Panevėžio r. sav.";"Krekenavos mstl.";;"Bažnyčios g.";;2;;24.097792;55.543391;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-29T09:19:10.253+02:00
88806;"Kretingos MAXIMA Rotušės paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Rotušės a.";;15;;21.240982;55.889772;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-23T12:28:11.393+02:00
88893;"Kretingos NORFA paštomatas";0;LT;"Klaipėdos apskr.";"Kretingos r. sav.";"Kretingos m.";;"Šventosios g.";;25H;;21.232680;55.892349;;;;;;;;;;"Paštomatą rasite lauke prie sienos, iš parkavimo aikštelės pusės";2020-12-23T14:06:53.513+02:00
10701;"Kristiine postkontor";1;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";;"Endla tn";;45;;24.722686;59.426694;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:37:21.437+02:00
63594;"Krootuse postipunkt";1;EE;"Põlva maakond";"Kanepi vald";"Krootuse küla";;"Krootuse tee";;6;;26.841014;58.075504;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-03-17T09:17:48.193+02:00
9984;"Krāslavas Maxima X pakomāts";0;LV;"Krāslavas novads";Krāslava;;;"Rīgas iela";;28;;27.161997;55.896968;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2020-11-13T08:42:57.893+02:00
55531;"Kudirkos Naumiesčio AIBĖ Šakių g. paštomatas";0;LT;"Marijampolės apskr.";"Šakių r. sav.";"Kudirkos Naumiesčio m.";;"Šakių g.";;1;;22.865438;54.778235;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo";2021-01-15T11:55:13.543+02:00
79392;"Kuimetsa postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Kuimetsa küla";;;Niidu;;;25.123558;59.041622;"E,T,K,N,R 09:00-18:00 L,P SULETUD";;;;;;;;;;2020-12-30T08:30:03.933+02:00
94794;"Kuivastu postipunkt";1;EE;"Saare maakond";"Muhu vald";"Kuivastu küla";;;"Kuivastu sadam";;;23.390366;58.572826;"Alates 01.01.2021: T,K,N,R,L 10:00-13:30, 14:00-18:00;E,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-31T09:08:22.523+02:00
66520;"Kuldre postipunkt";1;EE;"Võru maakond";"Antsla vald";"Kuldre küla";;;;;;26.499606;57.893036;"E,T,K,N,R 13:00-15:00 L,P SULETUD";;;;;;;;;;2021-01-21T07:52:38.490+02:00
9205;"Kuldīgas Gravas ielas ELVI pakomāts";0;LV;"Kuldīgas novads";Kuldīga;;;"Gravas iela";;1;;21.957910;56.973249;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:18:31.857+02:00
9930;"Kuldīgas Sūru ielas RIMI pakomāts";0;LV;"Kuldīgas novads";Kuldīga;;;"Sūru iela";;2;;21.958281;56.967018;;;;;;;;;"Pie ieejas no stāvlaukuma puses";;2021-01-14T07:18:56.560+02:00
90794;"Kullamaa postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Kullamaa küla";;;;;;24.079395;58.880466;"E,T,N,R 10:00-12:00 K 16:00-18:00 L,P SULETUD";;;;;;;;;;2021-01-21T14:56:14.337+02:00
96122;"Kunda Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";;"Kasemäe tn";;12;;26.518565;59.500489;;;;;;;;;;;2020-12-09T07:24:53.627+02:00
44194;"Kunda postipunkt";1;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";;"Koidu tn";;75;;26.504913;59.504890;"T,K,N 10:00-14:00 R,L 12:00-16:00 E,P SULETUD";;;;;;;;;;2020-12-10T15:19:54.763+02:00
44101;"Kunda postkontor";1;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";;"Kasemäe tn";;12;;26.518254;59.500520;"E,T,K,N 16:00-18:00 R 10:00-12:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:38:19.803+02:00
77740;"Kupiškio NORFA Purėno paštomatas";0;LT;"Panevėžio apskr.";"Kupiškio r. sav.";"Kupiškio m.";;"A. Purėno g.";;1;;24.993626;55.836344;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-23T15:03:38.400+02:00
48494;"Kuremaa postipunkt";1;EE;"Jõgeva maakond";"Jõgeva vald";"Kuremaa alevik";;"Keskasula tn";;7;;26.539560;58.734271;"E,T,K,N,R 10:00-18:00 L 10:00-17:00 P SULETUD";;;;;;;;;;2020-12-09T10:29:50.257+02:00
96034;"Kuressaare Maxima XX pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";;"Tallinna tn";;64;;22.505002;58.260531;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
96065;"Kuressaare Smuuli Coop Konsumi pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";;"J. Smuuli tn";;1;;22.484936;58.262168;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
93801;"Kuressaare postkontor";1;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";;"Tallinna tn";;19a;;22.489878;58.254577;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:43:26.173+02:00
88886;"Kuršėnų MAXIMA Vilniaus g. paštomatas";0;LT;"Šiaulių apskr.";"Šiaulių r. sav.";"Kuršėnų m.";;"Vilniaus g.";;43;;22.949889;56.000459;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-23T13:10:14.680+02:00
96108;"Kuusalu Coop Konsumi pakiautomaat";0;EE;"Harju maakond";"Kuusalu vald";"Kuusalu alevik";;"Kuusalu tee";;13;;25.441418;59.445486;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
74691;"Kuusalu postkontor";1;EE;"Harju maakond";"Kuusalu vald";"Kuusalu alevik";;"Kuusalu tee";;22;;25.439015;59.446046;"E,N 12:00-18:00 T,K,R 08:00-13:00 L,P SULETUD";;;;;;;;;;2020-12-04T11:44:33.837+02:00
51099;"Kvartali keskuse postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";;"Riia tn";;2;;26.729174;58.377225;"E,T,K,N,R 09:00-19:00 L 09:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:45:42.393+02:00
55530;"Kybartų NORFA paštomatas";0;LT;"Marijampolės apskr.";"Vilkaviškio r. sav.";"Kybartų m.";;"Vištyčio g.";;40;;22.755781;54.630970;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2021-01-15T11:43:32.013+02:00
96156;"Käina Coop Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Käina alevik";;"Hiiu mnt";;19;;22.772387;58.826620;;;;;;;;;;;2020-11-11T07:52:09.463+02:00
92194;"Käina postipunkt";1;EE;"Hiiu maakond";"Hiiumaa vald";"Käina alevik";;"Hiiu mnt";;13;;22.775384;58.826754;"T,K,N,R 10:00-17:00 L 10:00-14:00 E,P SULETUD";"23.02.2021 kuni 08.03.2021: SULETUD";08.03.2021;;;;;;;;2021-01-26T09:11:20.473+02:00
96046;"Kärdla Hiiu Coop Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";;Keskväljak;;1;;22.746984;58.998562;;;;;;;;;;;2020-11-11T07:52:33.440+02:00
96210;"Kärdla Tormi Coop Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";;"Heltermaa mnt";;14a;;22.754470;58.990240;;;;;;;;;;;2020-11-11T07:52:53.810+02:00
92401;"Kärdla postkontor";1;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";;Keskväljak;;3;;22.747884;58.998630;"E,T,K,N,R 10:00-17:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:46:47.340+02:00
93594;"Kärla postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Kärla alevik";;;Tankla;;;22.264339;58.335195;"E,T,K,N,R,L,P 07:30-21:00";;;;;;;;;;2021-01-18T10:37:34.020+02:00
69750;"Kärstna postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Kärstna küla";;;Kärstnapoe;;;25.805897;58.143794;"E,T,K,N,R,L 10:00-18:00 P 10:00-15:00";;;;;;;;;;2021-01-21T08:02:21.130+02:00
49394;"Kääpa postipunkt";1;EE;"Jõgeva maakond";"Mustvee vald";"Kääpa küla";;;;;;26.849026;58.699183;"E,T,K,N,R 09:00-18:00 L,P 10:00-17:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-21T08:04:08.507+02:00
90191;"Kõmsi postiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Kõmsi küla";;"Keskuse tee";;3;;23.632892;58.623432;;;;;;;;;;;2021-01-20T10:39:58.510+02:00
70594;"Kõo postipunkt";1;EE;"Viljandi maakond";"Põhja-Sakala vald";"Kõo küla";;;;;;25.724093;58.631901;"E,T,K,N,R 09:00-19:00 L,P 10:00-16:00";;;;;;;;;;2021-01-21T07:55:14.010+02:00
71294;"Kõpu postipunkt";1;EE;"Viljandi maakond";"Põhja-Sakala vald";"Kõpu alevik";;;;;;25.303130;58.326961;"E,T,K,N,R,L,P 09:00-20:00";;;;;;;;;;2021-01-21T08:01:14.303+02:00
92293;"Kõrgessaare postipunkt";1;EE;"Hiiu maakond";"Hiiumaa vald";"Kõrgessaare alevik";;"Tööstuse tee";;10;;22.471855;58.982051;"E,T,K,N,R,P 10:00-19:00 L 10:00-16:00;Ligipääs ratastooliga";;;;;;;;;;2020-11-11T14:14:42.373+02:00
96169;"Kõrveküla Coop kaupluse pakiautomaat";0;EE;"Tartu maakond";"Tartu vald";"Kõrveküla alevik";;"Vasula tee";;4;;26.761363;58.419839;;;;;;;;;;;2020-12-14T08:38:12.737+02:00
9162;"Kārsavas TOP pakomāts";0;LV;"Kārsavas novads";Kārsava;;;"Sporta iela";;6;;27.675301;56.786290;;;;;;;;;"Pie ieejas veikalā";;2020-11-13T05:36:52.193+02:00
88861;"Kėdainių MAXIMA Basanavičiaus 93 paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"J. Basanavičiaus g.";;93;;23.959059;55.277651;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-23T12:13:06.767+02:00
77709;"Kėdainių MAXIMA Dariaus ir Girėno paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"S. Dariaus ir S. Girėno g.";;50A;;23.978985;55.308590;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T09:17:59.000+02:00
77770;"Kėdainių NORFA Basanavičiaus paštomatas";0;LT;"Kauno apskr.";"Kėdainių r. sav.";"Kėdainių m.";;"J. Basanavičiaus g.";;49;;23.974796;55.287902;;;;;;;;;;"Pašomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę </br> pusėje, už kampo";2020-12-27T20:28:07.333+02:00
13697;"Laagna postipunkt (Bonfortuno OÜ)";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";;"Vikerlase tn";;23;;24.845265;59.439628;"E,T,K,N,R 12:00-14:00 L,P SULETUD";;;;;;;;;;2020-09-28T06:17:52.117+03:00
96067;"Laagri Coop Maksimarketi pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Pärnu mnt";;558a;;24.612892;59.341144;;;;;;;;;;;2020-12-22T09:55:26.483+02:00
96200;"Laagri Veskitammi Selver ABC pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Veskitammi tn";;10;;24.612130;59.351120;;;;;;;;;;;2021-01-08T06:20:43.800+02:00
76491;"Laagri postkontor";1;EE;"Harju maakond";"Saue vald";"Laagri alevik";;"Veskitammi tn";;10;;24.612169;59.351013;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:47:50.057+02:00
60601;"Laeva postkontor";1;EE;"Tartu maakond";"Tartu vald";"Laeva küla";;;;;;26.378727;58.491120;"E 11:00-14:00 T,K,N,R 09:00-12:00 L,P SULETUD";;;;;;;;;;2020-12-04T11:48:28.137+02:00
96183;"Lagedi Keskusehoone pakiautomaat";0;EE;"Harju maakond";"Rae vald";"Lagedi alevik";;"Kooli tn";;18b;;24.941626;59.402187;;;;;;;;;;;2020-12-22T09:52:25.320+02:00
48495;"Laiuse postipunkt";1;EE;"Jõgeva maakond";"Jõgeva vald";"Laiuse alevik";;;;;;26.498577;58.783240;"E,T,K,N,R 08:00-19:00 L,P 10:00-17:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-21T08:10:25.237+02:00
9187;"Lapmežciema Citro pakomāts";0;LV;"Engures novads";"Lapmežciema pagasts";Lapmežciems;;;"Talsu šosejas 8 km";;;23.522089;56.993750;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T05:55:12.703+02:00
13801;"Lasnamäe Centrum postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";;"Mustakivi tee";;13;;24.862649;59.440569;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:49:28.873+02:00
65416;"Lasva postipunkt";1;EE;"Võru maakond";"Võru vald";"Lasva küla";;"Pässä põik";;6;;27.176851;57.863347;"E,T,K,N,R,L,P 10:00-20:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-18T10:36:27.963+02:00
87000;"Lavassaare postkontor";1;EE;"Pärnu maakond";"Pärnu linn";"Lavassaare alev";;"Pärna tn";;4;;24.370468;58.513864;"T,K,N 09:00-12:30 E,R,L,P SULETUD";;;;;;;;;;2020-12-04T11:56:21.860+02:00
88807;"Lazdijų NORFA paštomatas";0;LT;"Alytaus apskr.";"Lazdijų r. sav.";"Lazdijų m.";;"Dzūkų g.";;3;;23.511732;54.238907;;;;;;;;;;"Paštomatą rasite lauke, prie sienos kairėje įėjimo į prekybos centrą pusėje";2021-01-15T11:56:07.310+02:00
64295;"Leevi postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Leevi küla";;;"Leevi kauplus";;;27.214848;57.946853;"E,T,K,N,R,L,P 10:00-18:00";;;;;;;;;;2020-05-27T01:00:04.087+03:00
73694;"Lehtse postipunkt";1;EE;"Lääne-Viru maakond";"Tapa vald";"Lehtse alevik";;"Pikk tn";;12;;25.825100;59.253335;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-10-22T13:01:55.383+03:00
94292;"Leisi postkontor";1;EE;"Saare maakond";"Saaremaa vald";"Leisi alevik";;"Mustjala mnt";;5;;22.682144;58.571764;"E,T,K,R 10:00-13:00 N 12:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T11:59:27.097+02:00
79098;"Lelle postipunkt";1;EE;"Rapla maakond";"Kehtna vald";"Lelle alevik";;"Viljandi mnt";;46;;25.005284;58.860625;"E,T,N,R 10:00-17:00 K 12:00-18:00 L,P SULETUD";;;;;;;;;;2020-12-28T07:04:12.993+02:00
77731;"Lentvario IKI paštomatas";0;LT;"Vilniaus apskr.";"Trakų r. sav.";"Lentvario m.";;"Geležinkelio g.";;38;;25.046643;54.644196;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T09:27:39.557+02:00
87294;"Libatse postipunkt";1;EE;"Pärnu maakond";"Põhja-Pärnumaa vald";"Libatse küla";;;;;;24.482989;58.658579;"E 10:00-12:00, 12:30-17:00 N 11:00-12:00, 12:30-18:00 T,K,R,L,P SULETUD";;;;;;;;;;2021-01-21T10:13:31.977+02:00
9124;"Lielvārdes Maxima X pakomāts";0;LV;"Lielvārdes novads";Lielvārde;;;"Lāčplēša iela";;14;;24.814776;56.718228;;;;;;;;;"Pa kreisi no ieejas";;2020-11-12T13:03:25.653+02:00
9206;"Liepājas Ganību ielas ELVI pakomāts";0;LV;Liepāja;;;;"Ganību iela";;69/71;;21.019120;56.502580;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T06:24:02.690+02:00
9108;"Liepājas Ganību ielas Mego pakomāts";0;LV;Liepāja;;;;"Ganību iela";;187;;21.016235;56.484127;;;;;;;;;"Pie veikala fasādes, tramvaja sliežu pusē";;2020-11-12T12:52:36.877+02:00
9926;"Liepājas Rožu laukums pakomāts";0;LV;Liepāja;;;;"Lielā iela";;13;;21.010697;56.507489;;;;;;;;;"Blakus restorāna Barons Bumbieris ieejai";;2020-11-13T06:43:03.710+02:00
9917;"Liepājas T/C Baata pakomāts";0;LV;Liepāja;;;;"Klaipēdas iela";;104C;;21.004957;56.486786;;;;;;;;;"Blakus T/C ieejai no stāvlaukuma puses";;2021-01-14T07:19:23.597+02:00
9966;"Liepājas T/C Rietumu centrs pakomāts";0;LV;Liepāja;;;;"Jaunā ostmala";;3/5;;21.018219;56.515010;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2020-11-12T12:51:44.547+02:00
9938;"Liepājas Ziemeļu ielas RIMI pakomāts";0;LV;Liepāja;;;;"Ziemeļu iela";;13;;21.012732;56.535186;;;;;;;;;"Pa labi no ieejas";;2020-11-13T06:55:59.460+02:00
96119;"Lihula Coop Konsumi pakiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Lihula linn";;"Tallinna mnt";;12;;23.834367;58.688219;;;;;;;;;;;2020-11-16T06:28:30.513+02:00
90301;"Lihula postkontor";1;EE;"Pärnu maakond";"Lääneranna vald";"Lihula linn";;"Tallinna mnt";;12;;23.834571;58.688466;"E,T 10:00-16:30 R 10:00-14:00 K,N,L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T12:01:16.657+02:00
69005;"Lilli postipunkt";1;EE;"Viljandi maakond";"Mulgi vald";"Lilli küla";;;;;;25.536624;57.993114;"E,T,K,N,R 09:00-15:00 L,P SULETUD";;;;;;;;;;2021-01-21T10:15:08.923+02:00
9942;"Limbažu Maxima XX pakomāts";0;LV;"Limbažu novads";Limbaži;;;"Stacijas iela";;8;;24.722431;57.513751;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T07:11:13.670+02:00
91092;"Linnamäe postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Linnamäe küla";;"Hansuküla tee";;2/1;;23.718437;58.995820;"E,K 09:00-17:00 T,N 13:00-19:00 R,L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-18T08:37:52.333+02:00
96134;"Loksa Grossi pakiautomaat";0;EE;"Harju maakond";"Loksa linn";;;"Rohuaia tn";;6;;25.727876;59.579291;;;;;;;;;;;2020-12-31T07:05:54.243+02:00
74801;"Loksa postkontor";1;EE;"Harju maakond";"Loksa linn";;;"Papli tn";;2;;25.721530;59.582049;"E,K 10:00-16:00 T,N 10:00-18:00 R 10:00-15:00 L,P SULETUD";;;;;;;;;;2020-12-04T12:05:51.813+02:00
